id,type,code,name_km,name_en,districtId
1495,ឃុំ,210606,កំពង់រាប,Kampong Reab,183
1496,ឃុំ,210607,ក្ដាញ់,Kdanh,183
1497,ឃុំ,210608,ពោធិ៍រំចាក,Pou Rumchak,183
1498,ឃុំ,210609,ព្រៃកប្បាស,Prey Kabbas,183
1499,ឃុំ,210610,ព្រៃល្វា,Prey Lvea,183
1500,ឃុំ,210611,ព្រៃផ្ដៅ,Prey Phdau,183
1501,ឃុំ,210612,ស្នោ,Snao,183
1502,ឃុំ,210613,តាំងយ៉ាប,Tang Yab,183
1503,ឃុំ,210701,បឹងត្រាញ់ខាងជើង,Boeng Tranh Khang Cheung,184
1504,ឃុំ,210702,បឹងត្រាញ់ខាងត្បូង,Boeng Tranh Khang Tboung,184
1505,ឃុំ,210703,ជើងគួន,Cheung Kuon,184
1506,ឃុំ,210704,ជំរះពេន,Chumreah Pen,184
1507,ឃុំ,210705,ខ្វាវ,Khvav,184
1508,ឃុំ,210706,លំចង់,Lumchang,184
1509,ឃុំ,210707,រវៀង,Rovieng,184
1510,ឃុំ,210708,សំរោង,Samraong,184
1511,ឃុំ,210709,សឹង្ហ,Soengh,184
1512,ឃុំ,210710,ស្លា,Sla,184
1513,ឃុំ,210711,ទ្រា,Trea,184
1514,សង្កាត់,210801,បារាយណ៍,Baray,185
1515,សង្កាត់,210802,រកាក្នុង,Roka Knong,185
1516,សង្កាត់,210803,រកាក្រៅ,Roka Krau,185
1517,ឃុំ,210901,អង្គតាសោម,Angk Ta Saom,186
1518,ឃុំ,210902,ជាងទង,Cheang Tong,186
1519,ឃុំ,210903,គុស,Kus,186
1520,ឃុំ,210904,លាយបូរ,Leay Bour,186
1521,ឃុំ,210905,ញ៉ែងញ៉ង,Nhaeng Nhang,186
1522,ឃុំ,210906,អូរសារាយ,Ou Saray,186
1523,ឃុំ,210907,ត្រពាំងក្រញូង,Trapeang Kranhoung,186
1524,ឃុំ,210908,ឧត្ដមសុរិយា,Otdam Soriya,186
1525,ឃុំ,210909,ពពេល,Popel,186
1526,ឃុំ,210910,សំរោង,Samraong,186
1527,ឃុំ,210911,ស្រែរនោង,Srae Ronoung,186
1528,ឃុំ,210912,តាភេម,Ta Phem,186
1529,ឃុំ,210913,ត្រាំកក់,Tram Kak,186
1530,ឃុំ,210914,ត្រពាំងធំខាងជើង,Trapeang Thum Khang Cheung,186
1531,ឃុំ,210915,ត្រពាំងធំខាងត្បូង,Trapeang Thum Khang Tboung,186
1532,ឃុំ,211001,អង្កាញ់,Angkanh,187
1533,ឃុំ,211002,អង្គខ្នុរ,Angk Khnor,187
1534,ឃុំ,211003,ជីខ្មា,Chi Khma,187
1535,ឃុំ,211004,ខ្វាវ,Khvav,187
1536,ឃុំ,211005,ប្រាំបីមុំ,Prambei Mum,187
1537,ឃុំ,211006,អង្គកែវ,Angk Kaev,187
1538,ឃុំ,211007,ព្រៃស្លឹក,Prey Sloek,187
1539,ឃុំ,211008,រនាម,Roneam,187
1540,ឃុំ,211009,សំបួរ,Sambuor,187
1541,ឃុំ,211010,សន្លុង,Sanlung,187
1542,ឃុំ,211011,ស្មោង,Smaong,187
1543,ឃុំ,211012,ស្រង៉ែ,Srangae,187
1544,ឃុំ,211013,ធ្លក,Thlok,187
1545,ឃុំ,211014,ត្រឡាច,Tralach,187
1546,ឃុំ,220101,អន្លង់វែង,Anlong Veaeng,188
1547,ឃុំ,220103,ត្រពាំងតាវ,Trapeang Tav,188
1548,ឃុំ,220104,ត្រពាំងប្រីយ៍,Trapeang Prei,188
1549,ឃុំ,220105,ថ្លាត,Thlat,188
1550,ឃុំ,220106,លំទង,Lumtong,188
1551,ឃុំ,220201,អំពិល,Ampil,189
1552,ឃុំ,220202,បេង,Beng,189
1553,ឃុំ,220203,គោកខ្ពស់,Kouk Khpos,189
1554,ឃុំ,220204,គោកមន,Kouk Mon,189
1555,ឃុំ,220301,ជើងទៀន,Cheung Tien,190
1556,ឃុំ,220302,ចុងកាល់,Chong Kal,190
1557,ឃុំ,220303,ក្រសាំង,Krasang,190
1558,ឃុំ,220304,ពង្រ,Pongro,190
1559,សង្កាត់,220401,បន្សាយរាក់,Bansay Reak,191
1560,សង្កាត់,220402,បុស្បូវ,Bos Sbov,191
1561,សង្កាត់,220403,កូនក្រៀល,Koun Kriel,191
1562,សង្កាត់,220404,សំរោង,Samraong,191
1563,សង្កាត់,220405,អូរស្មាច់,Ou Smach,191
1564,ឃុំ,220501,បាក់អន្លូង,Bak Anloung,192
1565,ឃុំ,220502,ផ្អាវ,Ph'av,192
1566,ឃុំ,220503,អូរស្វាយ,Ou Svay,192
1567,ឃុំ,220504,ព្រះប្រឡាយ,Preah Pralay,192
1568,ឃុំ,220505,ទំនប់ដាច់,Tumnob Dach,192
1569,ឃុំ,220506,ត្រពាំងប្រាសាទ,Trapeang Prasat,192
1570,ឃុំ,230101,អង្កោល,Angkaol,193
1571,ឃុំ,230103,ពងទឹក,Pong Tuek,193
1572,សង្កាត់,230201,កែប,Kaeb,194
1573,សង្កាត់,230202,ព្រៃធំ,Prey Thum,194
1574,សង្កាត់,230203,អូរក្រសារ,Ou Krasar,194
1575,សង្កាត់,240101,ប៉ៃលិន,Pailin,195
1576,សង្កាត់,240102,អូរតាវ៉ៅ,Ou Ta Vau,195
1577,សង្កាត់,240103,ទួលល្វា,Tuol Lvea,195
1578,សង្កាត់,240104,បរយ៉ាខា,Bar Yakha,195
1579,ឃុំ,240201,សាលាក្រៅ,Sala Krau,196
1580,ឃុំ,240202,ស្ទឹងត្រង់,Stueng Trang,196
1581,ឃុំ,240203,ស្ទឹងកាច់,Stueng Kach,196
1582,ឃុំ,240204,អូរអណ្ដូង,Ou Andoung,196
1583,ឃុំ,250101,ចុងជាច,Chong Cheach,197
1584,ឃុំ,250102,តំបែរ,Dambae,197
1585,ឃុំ,250103,គោកស្រុក,Kouk Srok,197
1586,ឃុំ,250104,នាងទើត,Neang Teut,197
1587,ឃុំ,250105,សេដា,Seda,197
1588,ឃុំ,250106,ត្រពាំងព្រីង,Trapeang Pring,197
1589,ឃុំ,250107,ទឹកជ្រៅ,Tuek Chrov,197
1590,ឃុំ,250201,ឈូក,Chhuk,198
1591,ឃុំ,250202,ជំនីក,Chumnik,198
1592,ឃុំ,250203,កំពង់ទ្រាស,Kampong Treas,198
1593,ឃុំ,250204,កោះពីរ,Kaoh Pir,198
1594,ឃុំ,250205,ក្រូចឆ្មារ,Krouch Chhmar,198
1595,ឃុំ,250206,ប៉ឺស១,Peus Muoy,198
1596,ឃុំ,250207,ប៉ឺស២,Peus Pir,198
1597,ឃុំ,250208,ព្រែកអាជី,Preaek A chi,198
1598,ឃុំ,250209,រការខ្នុរ,Roka Khnor,198
1599,ឃុំ,250210,ស្វាយឃ្លាំង,Svay Khleang,198
1600,ឃុំ,250211,ទ្រា,Trea,198
1601,ឃុំ,250212,ទួលស្នួល,Tuol Snuol,198
1602,ឃុំ,250301,ចាន់មូល,Chan Mul,199
1603,ឃុំ,250302,ជាំ,Choam,199
1604,ឃុំ,250303,ជាំក្រវៀន,Choam Kravien,199
1605,ឃុំ,250304,ជាំតាម៉ៅ,Choam Ta Mau,199
1606,ឃុំ,250305,ដារ,Dar,199
1607,ឃុំ,250306,កំពាន់,Kampoan,199
1608,ឃុំ,250307,គគីរ,Kokir,199
1609,ឃុំ,250308,មេមង,Memong,199
1610,ឃុំ,250309,មេមត់,Memot,199
1611,ឃុំ,250310,រំចេក,Rumchek,199
1612,ឃុំ,250311,រូង,Rung,199
1613,ឃុំ,250312,ទន្លូង,Tonlung,199
1614,ឃុំ,250313,ត្រមូង,Tramung,199
1615,ឃុំ,250314,ទ្រៀក,Triek,199
1616,ឃុំ,250401,អំពិលតាពក,Ampil Ta Pok,200
1617,ឃុំ,250402,ចក,Chak,200
1618,ឃុំ,250403,ដំរិល,Damril,200
1619,ឃុំ,250404,គងជ័យ,Kong Chey,200
1620,ឃុំ,250405,មៀន,Mien,200
1621,ឃុំ,250406,ព្រះធាតុ,Preah Theat,200
1622,ឃុំ,250407,ទួលសូភី,Tuol Souphi,200
1623,ឃុំ,250501,ដូនតី,Dountei,201
1624,ឃុំ,250502,កក់,Kak,201
1625,ឃុំ,250503,កណ្ដោលជ្រុំ,Kandaol Chrum,201
1626,ឃុំ,250504,កោងកាង,Kaong Kang,201
1627,ឃុំ,250505,ក្រែក,Kraek,201
1628,ឃុំ,250506,ពពេល,Popel,201
1629,ឃុំ,250507,ត្រពាំងផ្លុង,Trapeang Phlong,201
1630,ឃុំ,250508,វាលម្លូរ,Veal Mlu,201
1631,សង្កាត់,250601,សួង,Suong,202
1632,សង្កាត់,250602,វិហារលួង,Vihear Luong,202
1633,ឃុំ,250701,អញ្ចើម,Anhchaeum,203
1634,ឃុំ,250702,បឹងព្រួល,Boeng Pruol,203
1635,ឃុំ,250703,ជីគរ,Chikor,203
1636,ឃុំ,250704,ជីរោទ៍ ទី១,Chirou Ti Muoy,203
1637,ឃុំ,250705,ជីរោទ៍ ទី២,Chirou Ti Pir,203
1638,ឃុំ,250706,ជប់,Chob,203
1639,ឃុំ,250707,គរ,Kor,203
1640,ឃុំ,250708,ល្ងៀង,Lngieng,203
1641,ឃុំ,250709,មង់រៀវ,Mong Riev,203
1642,ឃុំ,250710,ពាមជីលាំង,Peam Chileang,203
1643,ឃុំ,250711,រកាពប្រាំ,Roka Po Pram,203
1644,ឃុំ,250712,ស្រឡប់,Sralab,203
1645,ឃុំ,250713,ថ្មពេជ្រ,Thma Pech,203
1646,ឃុំ,250714,ទន្លេបិទ,Tonle Bet,203
