id,type,code,name_km,name_en,communesId
1,ភូមិ,1020101,អូរធំ,Ou Thum,1
2,ភូមិ,1020102,ភ្នំ,Phnum,1
3,ភូមិ,1020103,បន្ទាយនាង,Banteay Neang,1
4,ភូមិ,1020104,គោកព្នៅ,Kouk Pnov,1
5,ភូមិ,1020105,ត្រាង,Trang,1
6,ភូមិ,1020106,ពង្រ,Pongro,1
7,ភូមិ,1020107,គោកទន្លាប់,Kouk Tonloab,1
8,ភូមិ,1020108,ត្របែក,Trabaek,1
9,ភូមិ,1020109,ឃីឡិក,Khilek,1
10,ភូមិ,1020110,សំរោងពេន,Samraong Pen,1
11,ភូមិ,1020111,ដងរុនលិច,Dang Run Lech,1
12,ភូមិ,1020112,ដងរុនកើត,Dang Run Kaeut,1
13,ភូមិ,1020113,អូរស្ងួត,Ou Snguot,1
14,ភូមិ,1020114,ព្រៃចង្ហាលិច,Prey Changha Lech,1
15,ភូមិ,1020115,ព្រៃចង្ហាកើត,Prey Changha Kaeut,1
16,ភូមិ,1020116,អូរអណ្ដូងលិច,Ou Andoung Lech,1
17,ភូមិ,1020117,អូរអណ្ដូងកណ្ដាល,Ou Andoung Kandal,1
18,ភូមិ,1020118,អូរអណ្ដូងកើត,Ou Andoung Kaeut,1
19,ភូមិ,1020119,គោកក្ដួច,Kouk Kduoch,1
20,ភូមិ,1020201,ខ្ទុម្ពរាយលិច,Khtum Reay Lech,2
21,ភូមិ,1020202,ខ្ទុម្ពរាយកើត,Khtum Reay Kaeut,2
22,ភូមិ,1020203,អន្លង់ថ្ងាន់កើត,Anlong Thngan Kaeut,2
23,ភូមិ,1020204,អន្លង់ថ្ងាន់លិច,Anlong Thngan Lech,2
24,ភូមិ,1020205,បង់បត់លិច,Bang Bat Lech,2
25,ភូមិ,1020206,បង់បត់កើត,Bang Bat Kaeut,2
26,ភូមិ,1020207,បត់ត្រង់,Bat Trang,2
27,ភូមិ,1020208,បត់ត្រង់ធំលិច,Bat Trang Thum Lech,2
28,ភូមិ,1020209,បត់ត្រង់ធំកើត,Bat Trang Thum Kaeut,2
29,ភូមិ,1020210,បត់ត្រង់តូច,Bat Trang Touch,2
30,ភូមិ,1020211,ព្រែកជីក,Preaek Chik,2
31,ភូមិ,1020301,ប្រឡាយចារ៍,Pralay Char,3
32,ភូមិ,1020302,រង្វានលិច,Rongvean Lech,3
33,ភូមិ,1020303,រង្វានកើត,Rongvean Kaeut,3
34,ភូមិ,1020304,ចំណោមលិច,Chamnaom Lech,3
35,ភូមិ,1020305,ចំណោមកើត,Chamnaom Kaeut,3
36,ភូមិ,1020306,រោងគោដើម,Roung Kou Daeum,3
37,ភូមិ,1020307,រោងគោកណ្ដាល,Roung Kou Kandal,3
38,ភូមិ,1020308,រោងគោចុង,Roung Kou Chong,3
39,ភូមិ,1020309,ពាមរោងគោ,Peam Roung Kou,3
40,ភូមិ,1020310,តាសល់,Ta Sal,3
41,ភូមិ,1020311,ជួរខ្ចាស់,Chuor Khchas,3
42,ភូមិ,1020312,បឹងត្រស់,Boeng Tras,3
43,ភូមិ,1020313,ដងត្រាង,Dang Trang,3
44,ភូមិ,1020314,ស្រែព្រៃ,Srae Prey,3
45,ភូមិ,1020315,បុស្បទន្លាប់,Bos Tonloab,3
46,ភូមិ,1020316,តាប៊ុន,Ta  Bun,3
47,ភូមិ,1020317,គោកពន្លៃ,Kouk Ponley,3
48,ភូមិ,1020318,សាយសាម៉ន,Say Samon,3
49,ភូមិ,1020401,គោកបល្ល័ង្ក,Kouk Ballangk,4
50,ភូមិ,1020402,តាអន,Ta An,4
51,ភូមិ,1020403,ប្រឡាយជ្រៃ,Pralay Chrey,4
52,ភូមិ,1020404,ជើងចាប,Cheung Chab,4
53,ភូមិ,1020405,ផាត់សណ្ដោង,Phat Sandaong,4
54,ភូមិ,1020406,ចារថ្មី,Char Thmei,4
55,ភូមិ,1020407,ផ្អាវថ្មី,Ph'av Thmei,4
56,ភូមិ,1020408,តាសល់,Ta Sal,4
57,ភូមិ,1020501,គយម៉ែង,Koy Maeng,5
58,ភូមិ,1020502,ស្ដីលើ,Sdei Leu,5
59,ភូមិ,1020503,ផ្លូវសៀម,Phlov Siem,5
60,ភូមិ,1020504,តានង,Ta Nong,5
61,ភូមិ,1020505,អង្ករខ្មៅ,Angkar Khmau,5
62,ភូមិ,1020506,កសាងថ្មី,Kasang Thmei,5
63,ភូមិ,1020507,ស្ទឹងចាស់,Stueng Chas,5
64,ភូមិ,1020508,ស្ដីក្រោម,Sdei Kraom,5
65,ភូមិ,1020601,ភ្នំធំត្បូង,Phnum Thum Tboung,6
66,ភូមិ,1020602,ភ្នំប្រាសាទ,Phnum Prasat,6
67,ភូមិ,1020603,ភ្នំធំជើង,Phnum Thum Cheung,6
68,ភូមិ,1020604,ចំការលោក,Chamkar Louk,6
69,ភូមិ,1020605,ភ្នំធំថ្មី,Phnum Thum Thmei,6
70,ភូមិ,1020606,អន្លង់ស្ដី,Anlong Sdei,6
71,ភូមិ,1020607,គោកធ្លង់កើត,Kouk Thlong Kaeut,6
72,ភូមិ,1020608,គោកធ្លង់កណ្ដាល,Kouk Thlong Kandal,6
73,ភូមិ,1020609,អូរស្ងួត,Ou Snguot,6
74,ភូមិ,1020610,អូរប្រាសាទ,Ou Prasat,6
75,ភូមិ,1020611,គោកអំពិល,Kouk Ampil,6
76,ភូមិ,1020612,រ៉ាចំការចេក,Ra Chamkar Chek,6
77,ភូមិ,1020613,ពោធិ៍រៀង,Pou Rieng,6
78,ភូមិ,1020614,រូងក្របៅ,Rung Krabau,6
79,ភូមិ,1020701,ភ្នំតូចត្បូង,Phnum Touch Tboung,7
80,ភូមិ,1020702,ភ្នំតូចជើង,Phnum Touch Cheung,7
81,ភូមិ,1020703,ថ្នល់បត់,Thnal Bat,7
82,ភូមិ,1020704,អូរញរ,Ou Nhor,7
83,ភូមិ,1020705,បឹងត្រស់,Boeng Tras,7
84,ភូមិ,1020706,មនោរម្យ,Monourom,7
85,ភូមិ,1020707,ប៉ោយតាសេក,Paoy Ta Sek,7
86,ភូមិ,1020708,ព្រៃទទឹង,Prey Totueng,7
87,ភូមិ,1020709,បឹងរាំង,Boeng Reang,7
88,ភូមិ,1020710,វត្ដថ្មី,Voat Thmei,7
89,ភូមិ,1020801,ពោធិ៍ពីរដើម,Pou Pir Daeum,8
90,ភូមិ,1020802,រហាត់ទឹក,Rohat Tuek,8
91,ភូមិ,1020803,ថ្នល់បត់,Thnal Bat,8
92,ភូមិ,1020804,ក្រមល់,Kramol,8
93,ភូមិ,1020805,ខ្ទុំជ្រុំ,Khtum Chrum,8
94,ភូមិ,1020806,ចកលិច,Chak Lech,8
95,ភូមិ,1020807,ដូនមូល,Doun Mul,8
96,ភូមិ,1020808,ព្រែកសំរោង,Preaek Samraong,8
97,ភូមិ,1020809,អូរដង្កោ,Ou Dangkao,8
98,ភូមិ,1020810,ចំការចេក,Chamkar Chek,8
99,ភូមិ,1020811,អូរជួប,Ou Chuob,8
100,ភូមិ,1020812,កស្វាយ,Ka Svay,8
101,ភូមិ,1020813,ចកកើត,Chak Kaeut,8
102,ភូមិ,1020901,អញ្ចាញ,Anhchanh,9
103,ភូមិ,1020902,នាងកេត,Neang Ket,9
104,ភូមិ,1020903,ព្រែករពៅ,Praek Ropov,9
105,ភូមិ,1020904,សាលាដែង,Sala Daeng,9
106,ភូមិ,1020905,សំរោង,Samraong,9
107,ភូមិ,1020906,អន្លង់មានទ្រព្យ,Anlong Mean Troap,9
108,ភូមិ,1020907,ចំការតាដោក,Chamkar Ta Daok,9
109,ភូមិ,1020908,ប្រទ្បាយហ្លួងក្រោម,Pralay Luong Kraom,9
110,ភូមិ,1020909,ហ្លួង,Luong,9
111,ភូមិ,1020910,អូរតាគល់,Ou Ta Kol,9
112,ភូមិ,1020911,ប្រទ្បាយហ្លួងលើ,Pralay Luong Leu,9
113,ភូមិ,1020912,គោកស្វាយ,Kouk Svay,9
114,ភូមិ,1020913,អូរតាម៉ា,Ou Ta Ma,9
115,ភូមិ,1020914,កោះកែវ,Kaoh Kaev,9
116,ភូមិ,1020915,ផាស៊ីស្រា,Phasi Sra,9
117,ភូមិ,1020916,ឫស្សីក្រោក,Ruessei Kraok,9
118,ភូមិ,1020917,ជំទាវ,Chumteav,9
119,ភូមិ,1021001,ឆ្នើមមាស,Chhnaeum Meas,10
120,ភូមិ,1021002,ស្រណាល,Sranal,10
121,ភូមិ,1021003,ឡ,La,10
122,ភូមិ,1021004,តាមែងពក,Ta Meaeng Pok,10
123,ភូមិ,1021005,សំបួរ,Sambuor,10
124,ភូមិ,1021006,ដូនឡឹក,Doun Loek,10
125,ភូមិ,1021007,ក្បាលក្របី,Kbal Krabei,10
126,ភូមិ,1021008,ស្រះឈូក,Srah Chhuk,10
127,ភូមិ,1021009,ស្រែព្រៃ,Srae Prey,10
128,ភូមិ,1021010,ចែកអង្ករ,Chaek Angkar,10
129,ភូមិ,1021011,ថ្មដប់,Thma Dab,10
130,ភូមិ,1021101,តាម៉ៅ,Ta Mau,11
131,ភូមិ,1021102,អន្សមចេក,Ansam Chek,11
132,ភូមិ,1021103,ត្នោត,Tnaot,11
133,ភូមិ,1021104,បួរ,Buor,11
134,ភូមិ,1021105,បុស្សឡោក,Bos Laok,11
135,ភូមិ,1021106,សឿ,Soea,11
136,ភូមិ,1021107,បឹងតូច,Boeng Touch,11
137,ភូមិ,1021108,ផ្លូវដំរីលើ,Phlov Damrei Leu,11
138,ភូមិ,1021109,ផ្លូវដំរីក្រោម,Phlov Damrei Kraom,11
139,ភូមិ,1021110,អូរសឿ,Ou Soea,11
140,ភូមិ,1021111,គោកសំរោង,Kouk Samraong,11
141,ភូមិ,1021112,បល្ល័ង្គជ្រៃ,Balang Chrey,11
142,ភូមិ,1021113,អូរជួបថ្មី,Ou Choub Thmey,11
143,ភូមិ,1021201,តាអ៊ិន១,Ta In Muoy,12
144,ភូមិ,1021202,តាអ៊ិន២,Ta In Pir,12
145,ភូមិ,1021203,ក្រូច,Krouch,12
146,ភូមិ,1021204,ចំការចេក,Chamkar Chek,12
147,ភូមិ,1021205,ស្រះរាំង,Srah Reang,12
148,ភូមិ,1021206,តាចាន់,Ta Chan,12
149,ភូមិ,1021207,គោកស្រុក,Kouk Srok,12
150,ភូមិ,1021208,គោកច្រាប,Kouk Chrab,12
151,ភូមិ,1021209,គោកក្រសាំង,Kouk Krasang,12
152,ភូមិ,1021301,ព្រះស្រែ,Preah Srae,13
153,ភូមិ,1021302,តាឡំកណ្ដាល,Ta Lam Kandal,13
154,ភូមិ,1021303,តាឡំចុង,Ta Lam Chong,13
155,ភូមិ,1021304,បឹងឃ្លាំងលិច,Boeng Khleang Lech,13
156,ភូមិ,1021305,ចុងគោក,Chong Kouk,13
157,ភូមិ,1021306,បឹងឃ្លាំងកើត,Boeng Khleang Kaeut,13
158,ភូមិ,1021307,ខ្លាខាំឆ្កែ,Khla Kham Chhkae,13
159,ភូមិ,1021308,បឹងវែង,Boeng Veaeng,13
160,ភូមិ,1030101,រង្វាន,Rongvean,14
161,ភូមិ,1030102,ថ្មីខាងត្បូង,Thmei Khang Tboung,14
162,ភូមិ,1030103,ថ្មីខាងជើង,Thmei Khang Cheung,14
163,ភូមិ,1030104,គោកយាង,Kouk Yeang,14
164,ភូមិ,1030105,គោកចាស់,Kouk Chas,14
165,ភូមិ,1030106,ច្រាប,Chrab,14
166,ភូមិ,1030107,កន្ទួត,Kantuot,14
167,ភូមិ,1030108,ណាំតៅ,Nam Tau,14
168,ភូមិ,1030109,ពង្រ,Pongro,14
169,ភូមិ,1030110,សំរោង,Samraong,14
170,ភូមិ,1030111,ក្នាំង,Khnang,14
171,ភូមិ,1030112,ធ្នង់ខាងត្បូង,Thnong Khang Tboung,14
172,ភូមិ,1030113,ធ្នង់ខាងជើង,Thnong Khang Cheung,14
173,ភូមិ,1030114,ស្លែង,Slaeng,14
174,ភូមិ,1030115,តាគង់,Takong,14
175,ភូមិ,1030116,យាងឧត្ដម,Yeang Otdam,14
176,ភូមិ,1030117,អំពិលកោង,Ampil Kaong,14
177,ភូមិ,1030118,កុងសៀម,Kong Siem,14
178,ភូមិ,1030201,ប៉ោយស្នួល,Paoy Snuol,15
179,ភូមិ,1030202,ប៉ោយចារ,Paoy Char,15
180,ភូមិ,1030203,ត្រពាំងថ្មត្បូង,Trapeang Thma Tboung,15
181,ភូមិ,1030204,ត្រពាំងថ្មជើង,Trapeang Thma Cheung,15
182,ភូមិ,1030205,ត្រពាំងថ្មកណ្ដាល,Trapeang Thma Kandal,15
183,ភូមិ,1030206,ប៉ោយតាអុង,Paoy Ta Ong,15
184,ភូមិ,1030207,សំបួរ,Sambuor,15
185,ភូមិ,1030208,ពង្រ,Pongro,15
186,ភូមិ,1030301,តាវង,Ta Vong,16
187,ភូមិ,1030302,ពន្លៃ,Ponley,16
188,ភូមិ,1030303,ស្វាយស,Svay Sa,16
189,ភូមិ,1030304,ស្វាយខ្មៅ,Svay Khmau,16
190,ភូមិ,1030305,គោគតាសុខ,Kouk Ta Sokh,16
191,ភូមិ,1030306,ពោធិ៍រាំបុណ្យ,Pou Roam Bon,16
192,ភូមិ,1030401,រោគ,Rouk,17
193,ភូមិ,1030402,មុខឈ្នាង,Mukh Chhneang,17
194,ភូមិ,1030403,ស្ពាន,Spean,17
195,ភូមិ,1030404,គោកចារ,Kouk Char,17
196,ភូមិ,1030405,កណ្ដាល,Kandal,17
197,ភូមិ,1030406,ពង្រ,Pongro,17
198,ភូមិ,1030501,មាត់ស្រះ,Moat Srah,18
199,ភូមិ,1030502,ស្រះឈូកខាងលិច,Srah Chhuk Khang Lech,18
200,ភូមិ,1030503,ស្រះជីក,Srah Chik,18
201,ភូមិ,1030504,គោកក្រោល,Kouk Kral,18
202,ភូមិ,1030505,គោករំចេក,Kouk Rumchek,18
203,ភូមិ,1030506,គោកតារាជ្យ,Kouk Ta Reach,18
204,ភូមិ,1030507,កណ្ដាលខាងលិច,Kandal Khang Lech,18
205,ភូមិ,1030508,កណ្ដាលខាងកើត,Kandal Khang Kaeut,18
206,ភូមិ,1030509,ស្រះឈូកខាងកើត,Srah Chhuk Khang Kaeut,18
207,ភូមិ,1030601,ភ្នំដី,Phnum Dei,19
208,ភូមិ,1030602,ពន្លៃ,Ponley,19
209,ភូមិ,1030603,គោកសេះ,Kouk Seh,19
210,ភូមិ,1030604,ថ្នល់ដាច់,Thnal Dach,19
211,ភូមិ,1030605,បុស្បូវ,Bos Sbov,19
212,ភូមិ,1030606,ត្រពាំងប្រីយ៍,Trapeang Prei,19
213,ភូមិ,1030607,កំពីងពួយ,Kamping Puoy,19
214,ភូមិ,1030608,ស្ពានក្មេង,Spean Khmeng,19
215,ភូមិ,1030609,ត្រាង,Trang,19
216,ភូមិ,1040101,សំរោងតូច,Samraong Touch,20
217,ភូមិ,1040102,គោកពង្រ,Kouk Pongro,20
218,ភូមិ,1040103,ថ្មគោល,Thma Koul,20
219,ភូមិ,1040104,ប្រពុត,Proput,20
220,ភូមិ,1040105,បន្ទាត់បោះ,Bantoat Baoh,20
221,ភូមិ,1040106,គោកទ្រាស,Kouk Treas,20
222,ភូមិ,1040107,ឈ្នួរ,Chhnuor,20
223,ភូមិ,1040108,សំរោងធំ,Samraong Thum,20
224,ភូមិ,1040109,ឫស្សីខាង,Ruessei Khang,20
225,ភូមិ,1040110,ឫស្សីកណ្ដាល,Ruessei Kandal,20
226,ភូមិ,1040111,រពាត់,Ropeatt,20
227,ភូមិ,1040112,គោកត្រាច,Kouk Trach,20
228,ភូមិ,1040201,ជប់,Chob,21
229,ភូមិ,1040202,រោលជ្រូក,Roul Chruk,21
230,ភូមិ,1040203,ប្រាសាទ,Prasat,21
231,ភូមិ,1040204,ក្រសាំងថ្មី,Krasang Thmei,21
232,ភូមិ,1040205,ប្រដាក,Pradak,21
233,ភូមិ,1040206,ជ្រាប់ថ្មី,Chroab Thmei,21
234,ភូមិ,1040207,ជ្រាប់ចាស់,Chroab Chas,21
235,ភូមិ,1040208,កក់,Kak,21
236,ភូមិ,1040209,គោកលុន,Kouk Lun,21
237,ភូមិ,1040210,ភ្នំជញ្ជាំង,Phnum Chonhcheang,21
238,ភូមិ,1040211,ចក្រី,Chakkrei,21
239,ភូមិ,1040301,ភ្នំលៀបកើត,Phnum Lieb Kaeut,22
240,ភូមិ,1040302,ភ្នំលៀបលិច,Phnum Lieb Lech,22
241,ភូមិ,1040303,ទ្រយោង,Troyoung,22
242,ភូមិ,1040304,ទ្រលោកជើង,Tro Louk Cheung,22
243,ភូមិ,1040305,ទ្រលោកលិច,Tro Louk Lech,22
244,ភូមិ,1040306,ទ្រលោកត្បូង,Tro Louk Tboung,22
245,ភូមិ,1040307,ឡោទេ,Laote,22
246,ភូមិ,1040308,រំដួល,Rumduol,22
247,ភូមិ,1040309,ព្រីងជួរ,Pring Chuor,22
248,ភូមិ,1040310,កន្ដ្រប់,Kantrab,22
249,ភូមិ,1040311,ត្នោត,Tnaot,22
250,ភូមិ,1040312,អន្លង់សា,Anlong Sa,22
251,ភូមិ,1040313,កណ្ដោល,Kandaol,22
252,ភូមិ,1040314,កំបោរ,Kambaor,22
253,ភូមិ,1040315,កាបៅ,Kabau,22
254,ភូមិ,1040316,កំពង់ក្រសាំង,Kampong Krasang,22
255,ភូមិ,1040401,ចារ,Char,23
256,ភូមិ,1040402,បត់ត្រង់,Bat Trang,23
257,ភូមិ,1040403,សំពៅលូន,Sampov Lun,23
258,ភូមិ,1040404,ផ្លូវលាវ,Phlov Leav,23
259,ភូមិ,1040405,តាអំ,Ta Am,23
260,ភូមិ,1040406,អំពិល,Ampil,23
261,ភូមិ,1040407,កណ្ដាល,Kandal,23
262,ភូមិ,1040408,ថ្មី,Thmei,23
263,ភូមិ,1040409,ឱម៉ាល់,Aomal,23
264,ភូមិ,1040410,ទម្លាប់,Tumloab,23
265,ភូមិ,1040411,កៀនបន្ទាយ,Kien Banteay,23
266,ភូមិ,1040412,ប្រាសាទ,Prasat,23
267,ភូមិ,1040413,អន្លង់សា,Anlong Sa,23
268,ភូមិ,1040414,កំព្រាម,Kampream,23
269,ភូមិ,1040501,ប៉ោយក្ដឿង,Paoy Kdoeang,24
270,ភូមិ,1040502,ជើងវត្ដ,Cheung Voat,24
271,ភូមិ,1040503,កណ្ដាល,Kandal,24
272,ភូមិ,1040504,ប៉ុស្ដិចាស់,Post Chas,24
273,ភូមិ,1040505,ប៉ោយសំរោង,Paoy Samraong,24
274,ភូមិ,1040506,ប៉ោយព្រីង,Paoy Pring,24
275,ភូមិ,1040507,ប៉ោយតាប៉ែន,Paoy Ta Paen,24
276,ភូមិ,1040508,ស្រេះកើត,Sreh Kaeut,24
277,ភូមិ,1040509,ស្រេះលិច,Sreh Lech,24
278,ភូមិ,1040510,គោកស្រុក,Kouk Srok,24
279,ភូមិ,1040511,ស្រមោច,Sramaoch,24
280,ភូមិ,1040512,ពាមស្រេះ,Peam Sreh,24
281,ភូមិ,1040513,ដូនច្រែង,Doun Chraeng,24
282,ភូមិ,1040601,រហាល,Rohal,25
283,ភូមិ,1040602,សាលាឆេះ,Sala Chheh,25
284,ភូមិ,1040603,ចក,Chak,25
285,ភូមិ,1040604,ទេពកោសា,Tep Kaosa,25
286,ភូមិ,1040605,ស្នាយ,Snay,25
287,ភូមិ,1040606,អន្លង់ថ្ម,Anlong Thma,25
288,ភូមិ,1040607,ពពេល,Popel,25
289,ភូមិ,1040608,ប៉ោយស្វាយ,Paoy Svay,25
290,ភូមិ,1040609,ឫស្សី,Ruessei,25
291,ភូមិ,1040610,ព្រៃមាន់,Prey Moan,25
292,ភូមិ,1040611,ស្ទឹងកំបុត,Stueng Kambot,25
293,ភូមិ,1040701,បន្ទាត់បោះ,Bantoat Baoh,26
294,ភូមិ,1040702,ទានកាំលិច,Tean Kam Lech,26
295,ភូមិ,1040703,ទានកាំជើង,Tean Kam Cheung,26
296,ភូមិ,1040704,ទានកាំត្បូង,Tean Kam Tboung,26
297,ភូមិ,1040705,អូរ,Ou,26
298,ភូមិ,1040706,តាអ៊ុន,Ta Un,26
299,ភូមិ,1040801,ស្មាច់,Smach,27
300,ភូមិ,1040802,ប៉ោយចារ,Paoy Char,27
301,ភូមិ,1040803,តាខែក,Ta Khaek,27
302,ភូមិ,1040804,គោកកី,Kouk kei,27
303,ភូមិ,1040805,ទន្លាប់,Tonloab,27
304,ភូមិ,1040806,គោកទៀម,Kouk Tiem,27
305,ភូមិ,1040807,ចារលើ,Char Leu,27
306,ភូមិ,1040808,កន្ទួត,Kantuot,27
307,ភូមិ,1040809,ថ្មី,Thmei,27
308,ភូមិ,1040810,កណ្ដាល,Kandal,27
309,ភូមិ,1040811,ទឹកជោរ,Tuek Chour,27
310,ភូមិ,1040812,តាសៀវ,Ta Siev,27
311,ភូមិ,1040813,កំពង់ថ្កូវ,Kampong Thkov,27
312,ភូមិ,1040814,តាប៉ុន,Ta Pon,27
313,ភូមិ,1040815,ស្នាយល្អ,Snay L'a,27
314,ភូមិ,1040816,តាដែក,Ta Daek,27
315,ភូមិ,1040817,សំរោង,Samraong,27
316,ភូមិ,1040818,អន្លង់វិល,Anlong Vil,27
317,ភូមិ,1040901,ត្របែក,Trabaek,28
318,ភូមិ,1040902,កណ្ដាល,Kandal,28
319,ភូមិ,1040903,គោកធំ,Kouk Thum,28
320,ភូមិ,1040904,បុស្បូវ,Bos Sbov,28
321,ភូមិ,1040905,សូត្រមន្ដ,Soutr Mont,28
322,ភូមិ,1040906,ស្រះខ្ទំ,Srah Khtum,28
323,ភូមិ,1040907,តាបៅ,Tabau,28
324,ភូមិ,1040908,ក្បាលខ្ទីង,Kbal Khting,28
325,ភូមិ,1040909,ស្មាច់,Smach,28
326,ភូមិ,1040910,បឹងវែង,Boeng Veaeng,28
327,ភូមិ,1040911,បន្ទាត់បោះ,Bantoat Baoh,28
328,ភូមិ,1040912,ព្រីងកោង,Pring Kaong,28
329,ភូមិ,1040913,ខ្ចាស់,Khchas,28
330,ភូមិ,1040914,ខ្ញែរ,Khnhaer,28
331,ភូមិ,1040915,ឃូស្វាយ,Khu Svay,28
332,ភូមិ,1040916,ខ្វាវ,Khvav,28
333,ភូមិ,1040917,ត្បែង,Tbaeng,28
334,ភូមិ,1050101,បឹងសិលា,Boeng Seila,29
335,ភូមិ,1050102,តាជ្រឹង,Ta Chrueng,29
336,ភូមិ,1050103,តាផោក,Ta Phaok,29
337,ភូមិ,1050104,ប៉ោយវត្ដ,Paoy Voat,29
338,ភូមិ,1050105,ឈូក,Chhuk,29
339,ភូមិ,1050106,ជ្រៃ,Chrey,29
340,ភូមិ,1050201,យាងថ្មី,Yeang thmei,30
341,ភូមិ,1050202,ម៉ក់ហឺន,Mak Heun,30
342,ភូមិ,1050203,វាំងមួង,Veang Muong,30
343,ភូមិ,1050204,កូបកើត,Koub Kaeut,30
344,ភូមិ,1050205,ខៃដន,Khai Dan,30
345,ភូមិ,1050206,ណាកាឆាយ,Naka Chhay,30
346,ភូមិ,1050207,កូបលិច,Koub Lech,30
347,ភូមិ,1050208,កូបជើង,Koub Cheung,30
348,ភូមិ,1050209,អូរជ្រៅ,Ou Chrov,30
349,ភូមិ,1050210,សូរិយាថ្មី,Souriya Thmei,30
350,ភូមិ,1050211,កូនត្រី,Koun Trei,30
351,ភូមិ,1050301,កូបតូច,Koub Touch,31
352,ភូមិ,1050302,កោះចារ,Kaoh Char,31
353,ភូមិ,1050303,គុត្ដសត,Kuttaksat,31
354,ភូមិ,1050304,យាយអត,Yeay At,31
355,ភូមិ,1050501,បន្លិច,Banlech,32
356,ភូមិ,1050502,អ្នកតាឈរ,Neak Ta Chhor,32
357,ភូមិ,1050503,សំរោង,Samraong,32
358,ភូមិ,1050504,កំពង់រាប,Kampong Reab,32
359,ភូមិ,1050505,ថ្មី,Thmei,32
360,ភូមិ,1050506,ធ្មេញត្រី,Thmenh Trei,32
361,ភូមិ,1050507,បត់ត្រង់,Bat Trang,32
362,ភូមិ,1050508,អញ្ចាញ,Anhchanh,32
363,ភូមិ,1050509,វត្ដ,Voat,32
364,ភូមិ,1050510,កណ្ដាល,Kandal,32
365,ភូមិ,1050601,សូភីជើង,Souphi Cheung,33
366,ភូមិ,1050602,សូភីកណ្ដាល,Souphi Kandal,33
367,ភូមិ,1050603,សូភីត្បូង,Souphi Tboung,33
368,ភូមិ,1050604,គោកចក,Kouk Chak,33
369,ភូមិ,1050605,គោកព្រិច,Kouk Prich,33
370,ភូមិ,1050701,សឹង្ហលិច,Soengh Lech,34
371,ភូមិ,1050702,រកា,Roka,34
372,ភូមិ,1050703,អន្លង់ស្វាយ,Anlong Svay,34
373,ភូមិ,1050704,សឹង្ហត្បូង,Soengh Tboung,34
374,ភូមិ,1050705,ផ្គាំ,Phkoam,34
375,ភូមិ,1050706,ពង្រ,Pongro,34
376,ភូមិ,1050707,ត្នោត,Tnaot,34
377,ភូមិ,1050708,កណ្ដាល,Kandal,34
378,ភូមិ,1050709,រុន,Run,34
379,ភូមិ,1050901,បន្ទាយថ្មី,Banteay Thmei,35
380,ភូមិ,1050902,ជោគជ័យ,Chouk Chey,35
381,ភូមិ,1050903,អូរបីជាន់,Ou Beichoan,35
382,ភូមិ,1050904,ប្រាសាទ,Prasat,35
383,ភូមិ,1050905,ព្រៃចាន់,Prey Chan,35
384,ភូមិ,1050906,ព្រាវចាស់,Preav Chas,35
385,ភូមិ,1050907,សិលាខ្មែរ,Seila Khmer,35
386,ភូមិ,1050908,ស្នួលទ្រេត,Snuol Tret,35
387,ភូមិ,1050909,ថ្នល់បត់,Thnal Bat,35
388,ភូមិ,1050910,ទំនប់ដាច់,Tomnob Dach,35
389,ភូមិ,1050911,យាងដង្គំ,Yeang Dangkum,35
390,ភូមិ,1060201,កំពង់ស្វាយ,Kampong Svay,36
391,ភូមិ,1060202,កងវ៉ា,Kangva,36
392,ភូមិ,1060203,ភូមិ ២,Phum Pir,36
393,ភូមិ,1060204,ពង្រ,Pongro,36
394,ភូមិ,1060205,សូភី,Souphi,36
395,ភូមិ,1060206,តារាងបាល់,Tarang Bal,36
396,ភូមិ,1060207,កន្ទួត,Kantuot,36
397,ភូមិ,1060208,ខ្លាកូនចាស់,Kla Koun Chas,36
398,ភូមិ,1060209,ខ្លាកូនថ្មី,Kla Koun Thmey,36
399,ភូមិ,1060301,កោះពងសត្វ,Kaoh Pong Satv,37
400,ភូមិ,1060302,តាសុខ,Ta Sok,37
401,ភូមិ,1060303,ព្រះអង្គ,Preah Angk,37
402,ភូមិ,1060304,ស្នាយដង្គត់,Snay Dangkot,37
403,ភូមិ,1060305,អង្គាបុស្ប,Angkear Bos,37
404,ភូមិ,1060401,ម្កាក់,Mkak,38
405,ភូមិ,1060402,ក្បាលស្ពាន,Kbal Spean,38
406,ភូមិ,1060403,តាម៉ា,Ta Ma,38
407,ភូមិ,1060404,គោកលៀប,Kouk Lieb,38
408,ភូមិ,1060405,ឈូក,Chhuk,38
409,ភូមិ,1060406,ដូនឡី,Doun Lei,38
410,ភូមិ,1060407,បែកចាន,Baek Chan,38
411,ភូមិ,1060501,សែសិន,Saesen,39
412,ភូមិ,1060502,គោរដ្ឋាន,Kourothan,39
413,ភូមិ,1060503,រោងម៉ាស៊ីន,Roung Masin,39
414,ភូមិ,1060504,ព្រហូត,Prohut,39
415,ភូមិ,1060505,អូរអំបិល,Ou Ambel,39
416,ភូមិ,1060601,កន្ទួត,Kantuot,40
417,ភូមិ,1060602,កំព្រីង,Kampring,40
418,ភូមិ,1060603,ភ្នៀត,Phniet,40
419,ភូមិ,1060604,អ្នកតា,Neak Ta,40
420,ភូមិ,1060605,ភូមិថ្មី,Phum Thmei,40
